,Athletes,Sports,Events,Gold,Silver,Bronze,Men,Women,Total_Medals
2017-01-01,5.32205526721026,7.2370994464696015,8.726727328242692,0.0,-2.550230207089382,-0.5543239565181548,-8.86759613288259,14.189651400092828,-3.104554163607539
2018-01-01,18.04329676327351,11.220833069923842,18.61489770958182,0.0,-2.265073830377064,0.19854103783618804,1.5627705397441218,16.480526223529353,-2.06653279254088
2019-01-01,3.0388565250856274,8.103378533654471,4.716901161736985,0.0,-2.55927711583783,-0.06548649786440719,-10.806557246197094,13.845413771282676,-2.6247636137022394
2020-01-01,14.93238880704353,10.656875767846477,14.840848869739201,0.0,-1.72634781574342,0.4699933087514079,1.7082787528078924,13.22411005423562,-1.256354506992016
2021-01-01,2.902624257718621,7.999668004045164,4.419201447937347,0.0,-2.022920779558542,-0.03079445482122778,-8.863411346830354,11.76603560454895,-2.0537152343797698
2022-01-01,13.215725577900749,10.740028526508464,14.110099356681271,0.0,-1.9084257591625615,0.22814973009116524,-0.5070012313833914,13.722726809284122,-1.6802760290713983
2023-01-01,2.505570314981888,8.990136955987905,4.937127574929466,0.0,-2.599347078595464,-0.22730773336501264,-11.81278886471906,14.318359179700924,-2.8266548119604775
2024-01-01,10.800402367037094,11.552692708963997,12.564663392314337,0.0,-2.66150690904328,0.07025909821714404,-5.631684224313027,16.432086591350085,-2.5912478108261383
