,Athletes,Sports,Events,Gold,Silver,Bronze,Men,Women,Total_Medals
2017-01-01,3.000000000000001,2.0,3.000000000000001,0.0,0.0,0.0,2.0,1.0000000000000002,0.0
2018-01-01,3.0000000000000013,2.0000000000000004,3.0000000000000013,0.0,0.0,0.0,2.0000000000000004,1.0000000000000002,0.0
2019-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000004,0.0
2020-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000007,0.0
2021-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000007,0.0
2022-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000007,0.0
2023-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000007,0.0
2024-01-01,3.0000000000000018,2.0000000000000004,3.0000000000000018,0.0,0.0,0.0,2.0000000000000004,1.0000000000000007,0.0
