,Athletes,Sports,Events,Gold,Silver,Bronze,Men,Women,Total_Medals
2017-01-01,15.278948230274565,6.158470848237719,10.375674965765445,0.0,3.8226093368323246,0.0,4.722615264011322,10.556332966263248,3.8226093368323233
2018-01-01,16.126506122872986,6.286597409934592,13.922201052335057,0.0,0.45187558427663976,0.0,10.383163468352581,5.743342654520415,0.4518755842766389
2019-01-01,17.775297870570004,6.748157350869269,13.371271997278388,0.0,0.3220688419241977,0.0,8.377686753483214,9.397611117086788,0.3220688419241968
2020-01-01,19.158819896840637,6.679650685756959,14.89620574506077,0.0,0.8175245813672696,0.0,10.480074030443006,8.67874586639764,0.8175245813672687
2021-01-01,18.992376504829593,6.715387123042276,14.278761542020089,0.0,0.8999878572860074,0.0,9.718531372680138,9.273845132149463,0.899987857286006
2022-01-01,19.04001831661674,6.655955022102368,14.517067594215305,0.0,0.9124022340635083,0.0,10.226842829752421,8.81317548686433,0.912402234063507
2023-01-01,18.999508040683715,6.67470500518421,14.350845269020635,0.0,0.8745614806420123,0.0,10.002926225935616,8.996581814748106,0.874561480642011
2024-01-01,19.072909273873798,6.66487742497574,14.457904512379034,0.0,0.8831254039554479,0.0,10.171867539379233,8.90104173449457,0.883125403955447
