,Year,NOC,Athletes,Sports,Events,Gold,Silver,Bronze
668,1984,MON,10,6,9,0,0,0
669,1984,MOZ,13,2,11,0,0,0
670,1984,MRI,7,1,7,0,0,0
671,1984,MTN,1,1,1,0,0,0
672,1984,MYA,1,1,1,0,0,0
673,1984,NCA,5,2,5,0,0,0
674,1984,NED,202,17,82,20,7,14
675,1984,NEP,5,1,3,0,0,0
676,1984,NGR,36,4,24,0,1,4
677,1984,NIG,2,1,2,0,0,0
678,1984,NOR,224,24,102,6,5,7
679,1984,NZL,168,19,80,16,1,6
680,1984,OMA,15,2,11,0,0,0
681,1984,PAK,33,5,15,16,0,0
682,1984,PAN,8,4,8,0,0,0
683,1984,PAR,14,4,14,0,0,0
684,1984,PER,44,10,29,0,1,0
685,1984,PHI,31,5,27,0,0,0
686,1984,PNG,12,2,12,0,0,0
687,1984,POL,42,6,13,0,0,0
688,1984,POR,48,11,32,1,0,2
689,1984,PRK,13,1,7,0,0,0
690,1984,PUR,57,14,44,0,1,1
691,1984,QAT,11,2,2,0,0,0
692,1984,ROU,221,19,102,40,31,35
693,1984,RWA,4,1,4,0,0,0
694,1984,SAM,3,1,3,0,0,0
695,1984,SEN,30,5,22,0,0,0
696,1984,SEY,15,2,15,0,0,0
697,1984,SGP,14,2,7,0,0,0
698,1984,SLE,5,2,4,0,0,0
699,1984,SMR,37,9,30,0,0,0
700,1984,SOL,1,1,1,0,0,0
701,1984,SOM,6,1,4,0,0,0
702,1984,SRI,6,3,5,0,0,0
703,1984,SUD,5,1,5,0,0,0
704,1984,SUI,318,26,116,2,11,8
705,1984,SUR,6,3,6,0,0,0
706,1984,SWE,352,27,167,10,20,34
707,1984,SWZ,8,4,8,0,0,0
708,1984,SYR,7,4,7,0,0,0
709,1984,TAN,14,2,9,0,0,0
710,1984,TCH,79,8,22,0,24,4
711,1984,THA,40,5,25,0,1,0
712,1984,TOG,5,2,5,0,0,0
713,1984,TPE,72,17,49,0,0,1
714,1984,TTO,23,5,14,0,0,0
715,1984,TUN,28,6,17,0,0,0
716,1984,TUR,72,12,52,0,0,3
717,1984,UGA,27,3,22,0,0,0
718,1984,URS,140,10,38,29,15,12
719,1984,URU,23,5,11,0,0,0
720,1984,USA,842,35,255,190,121,50
721,1984,VEN,40,9,26,0,0,3
722,1984,YAR,3,1,3,0,0,0
723,1984,YUG,259,26,86,47,6,35
724,1984,ZAM,7,2,7,0,0,0
725,1984,ZIM,20,5,18,0,0,0
726,1988,AHO,2,1,2,0,0,0
727,1988,ALG,42,5,27,0,0,0
728,1988,AND,7,3,6,0,0,0
729,1988,ANG,26,3,20,0,0,0
730,1988,ANT,25,4,19,0,0,0
731,1988,ARG,143,20,61,0,1,12
732,1988,ARU,12,5,10,0,0,0
733,1988,ASA,4,3,4,0,0,0
734,1988,AUS,348,29,157,18,6,11
735,1988,AUT,202,27,101,4,4,3
736,1988,BAH,16,4,13,0,0,0
737,1988,BAN,11,2,8,0,0,0
738,1988,BAR,16,4,11,0,0,0
739,1988,BEL,81,17,61,0,0,2
740,1988,BEN,10,2,7,0,0,0
741,1988,BER,14,6,12,0,0,0
742,1988,BHU,6,1,2,0,0,0
743,1988,BIZ,13,2,7,0,0,0
744,1988,BOL,14,7,14,0,0,0
745,1988,BOT,10,2,7,0,0,0
746,1988,BRA,232,21,106,1,17,5
747,1988,BRN,12,3,7,0,0,0
748,1988,BUL,301,21,133,10,14,17
749,1988,BUR,4,1,4,0,0,0
750,1988,CAF,15,3,4,0,0,0
751,1988,CAN,689,33,238,4,7,18
752,1988,CAY,12,2,7,0,0,0
753,1988,CGO,10,1,7,0,0,0
754,1988,CHA,5,1,5,0,0,0
755,1988,CHI,27,7,18,0,1,0
756,1988,CHN,429,26,152,6,16,30
757,1988,CIV,8,3,7,0,0,0
758,1988,CMR,19,4,19,0,0,0
759,1988,COD,13,3,13,0,0,0
760,1988,COK,8,3,8,0,0,0
761,1988,COL,56,10,33,0,0,1
762,1988,CRC,32,6,18,0,1,0
763,1988,CYP,14,5,13,0,0,0
764,1988,DEN,130,15,73,3,1,3
765,1988,DJI,6,2,5,0,0,1
766,1988,DOM,7,3,6,0,0,0
767,1988,ECU,15,6,15,0,0,0
768,1988,EGY,58,12,35,0,0,0
769,1988,ESA,7,4,7,0,0,0
770,1988,ESP,318,27,137,1,2,2
771,1988,FIJ,42,6,32,0,0,0
772,1988,FIN,193,22,88,8,23,7
773,1988,FRA,499,31,198,13,4,14
774,1988,FRG,652,34,237,36,44,49
775,1988,GAB,2,2,2,0,0,0
776,1988,GAM,3,1,3,0,0,0
777,1988,GBR,562,30,226,22,17,15
778,1988,GDR,494,24,188,89,69,54
779,1988,GEQ,4,1,4,0,0,0
780,1988,GHA,20,2,12,0,0,0
781,1988,GRE,72,14,48,0,0,1
782,1988,GRN,5,2,5,0,0,0
783,1988,GUA,37,8,16,0,0,0
784,1988,GUI,2,1,2,0,0,0
785,1988,GUM,24,7,22,0,0,0
786,1988,GUY,8,3,8,0,0,0
787,1988,HAI,5,2,5,0,0,0
788,1988,HKG,91,11,49,0,0,0
789,1988,HON,18,3,15,0,0,0
790,1988,HUN,321,23,140,20,9,15
791,1988,INA,42,11,32,0,3,0
792,1988,IND,49,9,23,0,0,0
793,1988,IRI,26,3,21,0,1,0
794,1988,IRL,77,12,47,0,0,0
795,1988,IRQ,6,3,5,0,0,0
796,1988,ISL,44,6,27,0,0,0
797,1988,ISR,29,8,20,0,0,0
798,1988,ISV,46,7,28,0,1,0
799,1988,ITA,454,31,170,13,11,12
800,1988,IVB,4,2,4,0,0,0
801,1988,JAM,55,6,24,0,7,0
802,1988,JOR,6,3,6,0,0,0
803,1988,JPN,518,32,203,4,3,14
804,1988,KEN,86,7,50,5,2,2
805,1988,KOR,564,31,228,28,37,12
806,1988,KSA,11,2,10,0,0,0
807,1988,KUW,31,7,22,0,0,0
808,1988,LAO,3,2,3,0,0,0
809,1988,LBA,3,1,3,0,0,0
810,1988,LBR,7,2,7,0,0,0
811,1988,LES,6,2,5,0,0,0
812,1988,LIB,31,8,28,0,0,0
813,1988,LIE,34,7,27,0,0,1
814,1988,LUX,14,5,14,0,0,0
815,1988,MAR,21,3,17,1,0,2
816,1988,MAS,14,5,12,0,0,0
817,1988,MAW,21,3,15,0,0,0
818,1988,MDV,9,1,5,0,0,0
819,1988,MEX,150,19,88,0,0,2
820,1988,MGL,32,5,28,0,0,1
821,1988,MLI,2,1,2,0,0,0
822,1988,MLT,6,4,6,0,0,0
823,1988,MON,11,8,10,0,0,0
824,1988,MOZ,4,2,4,0,0,0
825,1988,MRI,11,5,9,0,0,0
826,1988,MTN,7,2,7,0,0,0
827,1988,MYA,3,1,3,0,0,0
828,1988,NED,219,18,96,6,7,35
829,1988,NEP,7,1,5,0,0,0
830,1988,NGR,49,7,27,0,0,0
831,1988,NOR,176,18,72,2,25,3
832,1988,NZL,114,18,65,4,4,15
833,1988,OMA,11,2,7,0,0,0
834,1988,PAK,29,5,12,0,0,0
835,1988,PAN,9,3,9,0,0,0
836,1988,PAR,8,3,8,0,0,0
837,1988,PER,26,7,15,0,12,0
838,1988,PHI,43,12,41,0,0,1
839,1988,PNG,12,2,12,0,0,0
840,1988,POL,235,25,121,2,9,10
841,1988,POR,90,14,59,1,0,0
842,1988,PRK,7,1,7,0,0,0
843,1988,PUR,24,8,13,0,0,0
844,1988,QAT,11,2,9,0,0,0
845,1988,ROU,187,13,70,8,34,16
846,1988,RWA,7,1,7,0,0,0
847,1988,SAM,11,4,11,0,0,0
848,1988,SEN,20,3,11,0,1,0
849,1988,SGP,27,3,16,0,0,0
850,1988,SLE,17,4,12,0,0,0
851,1988,SMR,22,8,17,0,0,0
852,1988,SOL,4,3,4,0,0,0
853,1988,SOM,4,1,4,0,0,0
854,1988,SRI,9,3,9,0,0,0
855,1988,SUD,5,2,5,0,0,0
856,1988,SUI,269,24,111,8,13,7
857,1988,SUR,10,4,10,1,0,0
858,1988,SWE,366,32,144,7,5,33
859,1988,SWZ,12,4,10,0,0,0
860,1988,SYR,13,4,13,0,0,0
861,1988,TAN,10,2,9,0,0,0
862,1988,TCH,293,23,116,3,5,6
863,1988,TGA,7,2,7,0,0,0
864,1988,THA,13,4,12,0,0,1
865,1988,TOG,6,2,6,0,0,0
866,1988,TPE,135,17,92,0,0,0
867,1988,TTO,10,3,9,0,0,0
868,1988,TUN,45,6,14,0,0,0
869,1988,TUR,59,11,44,1,1,0
870,1988,UAE,19,1,13,0,0,0
871,1988,UGA,30,3,22,0,0,0
872,1988,URS,782,37,259,173,81,111
873,1988,URU,18,8,14,0,0,0
874,1988,USA,896,37,274,89,67,58
875,1988,VAN,6,2,6,0,0,0
876,1988,VEN,16,7,14,0,0,0
877,1988,VIE,12,6,12,0,0,0
878,1988,VIN,1,1,1,0,0,0
879,1988,YAR,7,3,7,0,0,0
880,1988,YMD,2,2,2,0,0,0
881,1988,YUG,217,25,92,15,32,22
882,1988,ZAM,32,3,11,0,0,0
883,1988,ZIM,47,10,38,0,0,0
884,1992,AHO,3,3,3,0,0,0
885,1992,ALB,1,1,1,0,0,0
886,1992,ALG,21,5,21,1,0,1
887,1992,AND,17,4,9,0,0,0
888,1992,ANG,26,4,15,0,0,0
889,1992,ANT,13,2,11,0,0,0
890,1992,ARG,71,18,46,0,0,2
891,1992,ARU,4,2,3,0,0,0
892,1992,AUS,311,33,165,13,23,16
893,1992,AUT,226,25,105,9,16,9
894,1992,BAH,15,4,11,0,0,1
895,1992,BAN,7,1,4,0,0,0
896,1992,BAR,14,4,11,0,0,0
897,1992,BEL,105,18,71,0,1,2
898,1992,BEN,5,2,4,0,0,0
899,1992,BER,9,4,9,0,0,0
900,1992,BHU,6,1,4,0,0,0
901,1992,BIH,6,2,6,0,0,0
902,1992,BIZ,17,2,9,0,0,0
903,1992,BOL,14,4,11,0,0,0
904,1992,BOT,6,2,6,0,0,0
905,1992,BRA,175,20,86,12,1,0
906,1992,BRN,14,2,10,0,0,0
907,1992,BUL,267,23,129,3,7,7
908,1992,BUR,3,1,3,0,0,0
909,1992,CAF,5,1,5,0,0,0
910,1992,CAN,621,35,250,32,33,15
911,1992,CAY,9,3,5,0,0,0
912,1992,CGO,8,1,5,0,0,0
913,1992,CHA,5,1,5,0,0,0
914,1992,CHI,18,6,14,0,0,0
915,1992,CHN,408,26,154,18,46,17
916,1992,CIV,14,2,8,0,0,0
917,1992,CMR,11,1,8,0,0,0
918,1992,COD,9,3,6,0,0,0
919,1992,COK,2,2,2,0,0,0
920,1992,COL,34,9,22,0,0,1
921,1992,CRC,10,3,10,0,0,0
922,1992,CRO,41,13,26,0,12,3
923,1992,CUB,151,16,77,39,11,13
924,1992,CYP,13,5,13,0,0,0
925,1992,DEN,87,13,58,2,2,7
926,1992,DJI,5,2,4,0,0,0
927,1992,DOM,3,2,3,0,0,0
928,1992,ECU,10,3,10,0,0,0
929,1992,EGY,29,10,23,0,0,0
930,1992,ESA,1,1,1,0,0,0
931,1992,ESP,357,29,169,26,15,3
932,1992,EST,96,16,52,1,0,2
933,1992,ETH,17,2,8,1,0,2
934,1992,EUN,715,39,263,104,64,62
935,1992,FIJ,29,4,28,0,0,0
936,1992,FIN,244,24,115,7,5,8
937,1992,FRA,668,37,245,14,11,44
938,1992,GAB,2,2,2,0,0,0
939,1992,GAM,5,1,3,0,0,0
940,1992,GBR,589,32,232,8,3,39
941,1992,GEQ,1,1,1,0,0,0
942,1992,GER,842,37,287,94,74,67
943,1992,GHA,19,3,10,0,0,3
944,1992,GRE,59,14,43,2,0,0
945,1992,GUA,6,4,6,0,0,0
946,1992,GUI,7,1,7,0,0,0
947,1992,GUM,22,5,14,0,0,0
948,1992,GUY,7,3,7,0,0,0
949,1992,HAI,3,1,3,0,0,0
950,1992,HKG,31,9,23,0,0,0
951,1992,HON,15,2,15,0,0,0
952,1992,HUN,405,29,185,14,23,8
953,1992,INA,27,8,19,1,3,1
954,1992,IND,24,10,16,0,0,0
955,1992,IOA,53,7,36,0,1,2
956,1992,IRI,33,4,25,0,1,2
957,1992,IRL,68,11,44,1,1,0
958,1992,IRQ,2,1,2,0,0,0
959,1992,ISL,25,7,19,0,0,0
960,1992,ISR,14,7,13,0,0,0
961,1992,ISV,26,7,23,0,0,0
962,1992,ITA,512,37,199,23,19,21
963,1992,IVB,2,2,2,0,0,0
964,1992,JAM,57,5,24,0,3,1
965,1992,JOR,3,1,3,0,0,0
966,1992,JPN,528,35,216,6,10,43
967,1992,KEN,46,3,21,2,4,2
968,1992,KOR,165,26,95,13,2,11
969,1992,KSA,3,1,3,0,0,0
970,1992,KUW,10,5,10,0,0,0
971,1992,LAO,7,2,7,0,0,0
972,1992,LAT,74,19,46,0,2,1
973,1992,LBA,1,1,1,0,0,0
974,1992,LES,8,1,8,0,0,0
975,1992,LIB,13,6,11,0,0,0
976,1992,LIE,23,4,15,0,0,0
977,1992,LTU,60,13,39,1,0,12
978,1992,LUX,10,4,10,0,2,0
979,1992,MAD,12,3,10,0,0,0
980,1992,MAR,23,5,17,1,1,1
981,1992,MAS,17,5,10,0,0,2
982,1992,MAW,3,1,3,0,0,0
983,1992,MDV,5,1,5,0,0,0
984,1992,MEX,114,18,62,0,1,0
985,1992,MGL,24,6,22,0,0,2
986,1992,MLI,2,1,2,0,0,0
987,1992,MLT,7,3,7,0,0,0
988,1992,MON,6,2,3,0,0,0
989,1992,MOZ,4,1,4,0,0,0
990,1992,MRI,4,2,4,0,0,0
991,1992,MTN,5,1,5,0,0,0
992,1992,MYA,4,1,4,0,0,0
993,1992,NAM,7,3,6,0,2,0
994,1992,NCA,3,2,3,0,0,0
995,1992,NED,290,21,113,6,21,8
996,1992,NEP,1,1,1,0,0,0
997,1992,NGR,37,5,21,0,7,4
998,1992,NOR,245,27,107,11,26,6
999,1992,NZL,108,15,63,1,7,5
1000,1992,OMA,5,2,5,0,0,0
1001,1992,PAK,15,3,9,0,0,7
1002,1992,PAN,2,2,2,0,0,0
1003,1992,PAR,18,3,5,0,0,0
1004,1992,PER,10,5,9,0,1,0
1005,1992,PHI,24,6,21,0,0,1
1006,1992,PNG,17,2,14,0,0,0
1007,1992,POL,361,30,171,5,22,19
1008,1992,POR,114,14,70,0,0,0
1009,1992,PRK,28,7,24,3,0,2
1010,1992,PUR,67,11,35,0,0,1
1011,1992,QAT,13,1,10,0,0,1
1012,1992,ROU,216,22,125,5,20,9
1013,1992,RSA,63,12,46,0,3,0
1014,1992,RWA,3,1,3,0,0,0
1015,1992,SAM,4,2,4,0,0,0
1016,1992,SEN,18,4,15,0,0,0
1017,1992,SEY,12,3,12,0,0,0
1018,1992,SGP,16,4,13,0,0,0
1019,1992,SLE,15,1,12,0,0,0
1020,1992,SLO,68,13,40,0,0,5
1021,1992,SMR,16,7,13,0,0,0
1022,1992,SRI,15,4,15,0,0,0
1023,1992,SUD,3,1,3,0,0,0
1024,1992,SUI,300,25,111,3,0,5
1025,1992,SUR,5,3,5,0,0,1
1026,1992,SWE,364,30,151,2,27,13
1027,1992,SWZ,10,2,10,0,0,0
1028,1992,SYR,5,2,5,0,0,0
1029,1992,TAN,9,2,7,0,0,0
1030,1992,TCH,350,33,149,4,3,27
1031,1992,TGA,4,1,4,0,0,0
1032,1992,THA,63,9,46,0,0,1
1033,1992,TOG,8,2,5,0,0,0
1034,1992,TPE,43,9,16,0,20,0
1035,1992,TTO,13,2,7,0,0,0
1036,1992,TUN,7,4,7,0,0,0
1037,1992,TUR,34,11,30,2,2,1
1038,1992,UAE,22,2,13,0,0,0
1039,1992,UGA,5,2,5,0,0,0
1040,1992,URU,10,6,9,0,0,0
1041,1992,USA,955,40,303,94,57,86
1042,1992,VAN,5,1,5,0,0,0
1043,1992,VEN,16,6,10,0,0,0
1044,1992,VIE,8,3,8,0,0,0
1045,1992,VIN,4,1,3,0,0,0
1046,1992,YEM,3,1,3,0,0,0
1047,1992,YUG,18,5,14,0,0,0
1048,1992,ZAM,7,2,7,0,0,0
1049,1992,ZIM,14,4,14,0,0,0
1050,1994,AND,11,1,7,0,0,0
1051,1994,ARG,10,1,7,0,0,0
1052,1994,ARM,1,1,1,0,0,0
1053,1994,ASA,1,1,1,0,0,0
1054,1994,AUS,42,9,24,0,0,3
1055,1994,AUT,128,10,38,2,3,7
1056,1994,BEL,6,2,6,0,0,0
1057,1994,BER,1,1,1,0,0,0
1058,1994,BIH,4,2,4,0,0,0
1059,1994,BLR,71,7,29,0,2,0
1060,1994,BRA,1,1,1,0,0,0
1061,1994,BUL,37,6,21,0,0,0
1062,1994,CAN,147,10,47,3,29,5
1063,1994,CHI,7,1,3,0,0,0
1064,1994,CHN,30,4,14,0,1,2
1065,1994,CRO,11,2,7,0,0,0
1066,1994,CZE,115,7,27,0,0,0
1067,1994,DEN,9,3,6,0,0,0
1068,1994,ESP,17,3,8,0,0,0
1069,1994,EST,67,6,21,0,0,0
1070,1994,FIJ,1,1,1,0,0,0
1071,1994,FIN,112,8,31,0,1,29
1072,1994,FRA,169,10,45,0,1,10
1073,1994,GBR,47,8,26,0,0,3
1074,1994,GEO,7,3,6,0,0,0
1075,1994,GER,184,11,48,18,10,12
1076,1994,GRE,4,3,4,0,0,0
1077,1994,HUN,28,5,18,0,0,0
1078,1994,ISL,14,2,9,0,0,0
1079,1994,ISR,1,1,1,0,0,0
1080,1994,ISV,7,2,3,0,0,0
1081,1994,ITA,193,11,53,14,6,12
1082,1994,JAM,6,1,2,0,0,0
1083,1994,JPN,125,11,49,3,5,2
1084,1994,KAZ,45,6,25,1,2,0
1085,1994,KOR,40,5,19,5,0,1
1086,1994,LAT,38,6,19,0,0,0
1087,1994,LIE,25,3,11,0,0,0
1088,1994,LTU,11,3,10,0,0,0
1089,1994,LUX,5,1,5,0,0,0
1090,1994,MDA,4,1,4,0,0,0
1091,1994,MEX,1,1,1,0,0,0
1092,1994,MGL,2,1,2,0,0,0
1093,1994,MON,6,2,3,0,0,0
1094,1994,NED,43,4,17,0,1,3
1095,1994,NOR,159,10,48,8,17,5
1096,1994,NZL,13,2,8,0,0,0
1097,1994,POL,59,8,26,0,0,0
1098,1994,POR,4,1,4,0,0,0
1099,1994,PUR,3,1,2,0,0,0
1100,1994,ROU,46,7,26,0,0,0
1101,1994,RSA,3,2,3,0,0,0
1102,1994,RUS,194,12,56,16,13,4
1103,1994,SEN,1,1,1,0,0,0
1104,1994,SLO,42,3,16,0,0,3
1105,1994,SMR,3,2,2,0,0,0
1106,1994,SUI,104,9,34,4,8,4
1107,1994,SVK,59,6,18,0,0,0
1108,1994,SWE,151,10,45,23,1,0
1109,1994,TPE,2,1,1,0,0,0
1110,1994,TTO,2,1,1,0,0,0
1111,1994,UKR,53,9,29,1,0,1
1112,1994,USA,232,12,59,6,8,5
1113,1994,UZB,7,2,4,1,0,0
1114,1996,AHO,4,3,4,0,0,0
1115,1996,ALB,9,5,7,0,0,0
1116,1996,ALG,30,9,22,2,0,1
1117,1996,AND,5,3,4,0,0,0
1118,1996,ANG,24,4,7,0,0,0
1119,1996,ANT,11,2,6,0,0,0
1120,1996,ARG,134,17,66,0,19,1
1121,1996,ARM,30,9,30,1,1,0
1122,1996,ARU,3,3,3,0,0,0
1123,1996,ASA,1,1,1,0,0,0
1124,1996,AUS,540,26,211,32,15,83
1125,1996,AUT,92,15,53,0,1,2
1126,1996,AZE,20,7,19,0,1,0
1127,1996,BAH,33,3,15,0,5,0
1128,1996,BAN,2,1,2,0,0,0
1129,1996,BAR,21,7,20,0,0,0
1130,1996,BDI,7,1,6,1,0,0
1131,1996,BEL,75,14,52,2,2,2
1132,1996,BEN,7,1,4,0,0,0
1133,1996,BER,7,2,6,0,0,0
1134,1996,BHU,1,1,1,0,0,0
1135,1996,BIH,7,4,7,0,0,0
1136,1996,BIZ,4,1,4,0,0,0
1137,1996,BLR,187,18,97,1,6,11
1138,1996,BOL,4,2,4,0,0,0
1139,1996,BOT,6,1,3,0,0,0
1140,1996,BRA,247,18,92,5,14,43
1141,1996,BRU,1,1,1,0,0,0
1142,1996,BUL,179,17,88,3,12,6
1143,1996,BUR,5,2,5,0,0,0
1144,1996,CAF,5,1,5,0,0,0
1145,1996,CAM,4,3,4,0,0,0
1146,1996,CAN,402,25,189,8,30,12
1147,1996,CAY,3,3,3,0,0,0
1148,1996,CGO,3,2,3,0,0,0
1149,1996,CHA,2,1,2,0,0,0
1150,1996,CHI,18,7,14,0,0,0
1151,1996,CHN,436,25,155,19,70,17
1152,1996,CIV,11,3,6,0,0,0
1153,1996,CMR,17,3,11,0,0,0
1154,1996,COD,13,2,2,0,0,0
1155,1996,COK,3,3,3,0,0,0
1156,1996,COL,46,9,32,0,0,0
1157,1996,COM,3,1,3,0,0,0
1158,1996,CPV,3,1,3,0,0,0
1159,1996,CRC,8,5,8,1,0,0
1160,1996,CRO,92,14,50,11,8,0
1161,1996,CUB,178,15,84,37,8,10
1162,1996,CYP,20,5,13,0,0,0
1163,1996,CZE,168,17,110,4,5,4
1164,1996,DEN,86,12,52,10,1,0
1165,1996,DJI,4,2,3,0,0,0
1166,1996,DMA,5,1,5,0,0,0
1167,1996,DOM,11,4,11,0,0,0
1168,1996,ECU,22,5,15,1,0,0
1169,1996,EGY,22,7,14,0,0,0
1170,1996,ESA,6,3,6,0,0,0
1171,1996,ESP,378,22,157,23,21,21
1172,1996,EST,52,13,36,0,0,0
1173,1996,ETH,17,1,8,2,0,1
1174,1996,FIJ,17,4,11,0,0,0
1175,1996,FIN,104,15,74,1,2,1
1176,1996,FRA,453,25,183,21,10,20
1177,1996,GAB,9,3,6,0,0,0
1178,1996,GAM,8,1,5,0,0,0
1179,1996,GBR,388,22,175,2,15,9
1180,1996,GBS,3,2,3,0,0,0
1181,1996,GEO,42,13,39,0,0,2
1182,1996,GEQ,3,1,3,0,0,0
1183,1996,GER,625,26,233,42,35,46
1184,1996,GHA,34,3,13,0,0,0
1185,1996,GRE,167,18,83,4,4,0
1186,1996,GRN,2,1,1,0,0,0
1187,1996,GUA,14,5,10,0,0,0
1188,1996,GUI,5,2,5,0,0,0
1189,1996,GUM,5,4,5,0,0,0
1190,1996,GUY,9,2,6,0,0,0
1191,1996,HAI,3,3,3,0,0,0
1192,1996,HKG,17,7,16,1,0,0
1193,1996,HON,3,2,3,0,0,0
1194,1996,HUN,311,24,144,8,9,25
1195,1996,INA,30,9,19,2,1,1
1196,1996,IND,28,10,16,0,0,1
1197,1996,IRI,18,6,18,1,1,1
1198,1996,IRL,61,10,43,3,0,1
1199,1996,IRQ,1,1,1,0,0,0
1200,1996,ISL,12,3,12,0,0,0
1201,1996,ISR,27,8,19,0,0,1
1202,1996,ISV,12,4,10,0,0,0
1203,1996,ITA,460,27,172,19,24,28
1204,1996,IVB,10,1,4,0,0,0
1205,1996,JAM,63,4,26,1,3,12
1206,1996,JOR,2,1,2,0,0,0
1207,1996,JPN,448,27,168,3,26,13
1208,1996,KAZ,107,13,79,3,2,4
1209,1996,KEN,49,3,23,1,4,3
1210,1996,KGZ,34,7,28,0,0,0
1211,1996,KOR,259,24,120,3,23,6
1212,1996,KSA,25,4,12,0,0,0
1213,1996,KUW,11,5,8,0,0,0
1214,1996,LAO,3,1,2,0,0,0
1215,1996,LAT,50,12,43,0,1,0
1216,1996,LBA,5,2,5,0,0,0
1217,1996,LBR,7,1,3,0,0,0
1218,1996,LCA,7,1,4,0,0,0
1219,1996,LES,5,1,4,0,0,0
1220,1996,LIE,1,1,1,0,0,0
1221,1996,LTU,69,12,41,0,0,11
1222,1996,LUX,4,3,4,0,0,0
1223,1996,MAD,12,4,8,0,0,0
1224,1996,MAR,26,5,16,0,0,2
1225,1996,MAS,30,6,17,0,2,1
1226,1996,MAW,1,1,1,0,0,0
1227,1996,MDA,39,9,31,0,2,1
1228,1996,MDV,8,1,5,0,0,0
1229,1996,MEX,82,14,43,0,0,1
1230,1996,MGL,16,6,14,0,0,1
1231,1996,MKD,8,3,8,0,0,0
1232,1996,MLI,3,1,3,0,0,0
1233,1996,MLT,5,3,5,0,0,0
1234,1996,MON,2,2,2,0,0,0
1235,1996,MOZ,2,2,2,0,0,1
1236,1996,MRI,22,4,15,0,0,0
1237,1996,MTN,4,1,4,0,0,0
1238,1996,MYA,2,1,2,0,0,0
1239,1996,NAM,8,4,8,0,2,0
1240,1996,NCA,5,3,4,0,0,0
1241,1996,NED,219,18,87,33,8,21
1242,1996,NEP,2,1,2,0,0,0
1243,1996,NGR,71,6,30,16,4,2
1244,1996,NOR,115,16,65,2,3,17
1245,1996,NRU,1,1,1,0,0,0
1246,1996,NZL,70,12,53,1,1,3
1247,1996,OMA,4,3,4,0,0,0
1248,1996,PAK,13,5,9,0,0,0
1249,1996,PAN,5,5,5,0,0,0
1250,1996,PAR,2,1,2,0,0,0
1251,1996,PER,20,6,16,0,0,0
1252,1996,PHI,11,3,11,0,1,0
1253,1996,PLE,1,1,1,0,0,0
1254,1996,PNG,16,2,10,0,0,0
1255,1996,POL,207,20,126,7,8,7
1256,1996,POR,110,15,65,1,0,2
1257,1996,PRK,25,7,20,2,0,1
1258,1996,PUR,49,10,37,0,0,1
1259,1996,QAT,12,3,9,0,0,0
1260,1996,ROU,172,16,98,12,9,11
1261,1996,RSA,81,12,53,3,1,0
1262,1996,RUS,529,25,207,35,45,34
1263,1996,RWA,2,1,2,0,0,0
1264,1996,SAM,4,2,4,0,0,0
1265,1996,SCG,65,9,28,1,12,10
1266,1996,SEN,8,2,6,0,0,0
1267,1996,SEY,9,5,9,0,0,0
1268,1996,SGP,22,5,20,0,0,0
1269,1996,SKN,11,1,5,0,0,0
1270,1996,SLE,17,1,8,0,0,0
1271,1996,SLO,40,8,34,0,2,0
1272,1996,SMR,4,3,4,0,0,0
1273,1996,SOM,3,1,3,0,0,0
1274,1996,SRI,10,2,8,0,0,0
1275,1996,STP,2,1,2,0,0,0
1276,1996,SUD,3,1,3,0,0,0
1277,1996,SUI,166,17,83,5,6,0
1278,1996,SUR,8,3,8,0,0,0
1279,1996,SVK,95,14,68,1,1,1
1280,1996,SWE,186,20,99,3,22,5
1281,1996,SWZ,3,2,2,0,0,0
1282,1996,SYR,5,3,5,1,0,0
1283,1996,TAN,6,2,4,0,0,0
1284,1996,TGA,4,2,4,0,1,0
1285,1996,THA,42,8,30,1,0,1
1286,1996,TJK,3,3,3,0,0,0
1287,1996,TKM,6,6,6,0,0,0
1288,1996,TOG,6,1,4,0,0,0
1289,1996,TPE,106,14,62,0,1,0
1290,1996,TTO,13,5,11,0,0,2
1291,1996,TUN,35,7,17,0,0,0
1292,1996,TUR,43,9,39,4,1,1
1293,1996,UAE,1,1,1,0,0,0
1294,1996,UGA,6,3,5,0,0,1
1295,1996,UKR,243,20,133,9,5,16
1296,1996,URU,6,3,5,0,0,0
1297,1996,USA,742,30,253,148,43,50
1298,1996,UZB,68,10,56,0,1,1
1299,1996,VAN,4,1,4,0,0,0
1300,1996,VEN,34,11,28,0,0,0
1301,1996,VIE,1,1,1,0,0,0
1302,1996,VIN,6,1,4,0,0,0
1303,1996,YEM,3,1,3,0,0,0
1304,1996,ZAM,6,2,6,0,1,0
1305,1996,ZIM,17,5,11,0,0,0
1306,1998,AND,7,1,5,0,0,0
1307,1998,ARG,6,2,6,0,0,0
1308,1998,ARM,4,3,4,0,0,0
1309,1998,AUS,34,8,22,0,0,1
1310,1998,AUT,152,12,48,3,5,12
1311,1998,AZE,4,1,3,0,0,0
1312,1998,BEL,3,1,3,0,0,1
1313,1998,BER,1,1,1,0,0,0
1314,1998,BIH,12,3,8,0,0,0
1315,1998,BLR,106,8,28,0,0,2
1316,1998,BUL,34,6,22,1,0,0
1317,1998,CAN,204,12,55,14,28,7
1318,1998,CHI,4,1,3,0,0,0
1319,1998,CHN,81,7,24,0,9,5
