,Year,NOC,Athletes,Sports,Events,Gold,Silver,Bronze
2513,2016,BAR,13,5,11,0,0,0
2514,2016,BDI,10,3,9,0,1,0
2515,2016,BEL,138,19,74,2,17,2
2516,2016,BEN,6,4,6,0,0,0
2517,2016,BER,8,5,8,0,0,0
2518,2016,BHU,2,2,2,0,0,0
2519,2016,BIH,11,5,8,0,0,0
2520,2016,BIZ,3,2,3,0,0,0
2521,2016,BLR,142,22,86,1,4,7
2522,2016,BOL,12,5,10,0,0,0
2523,2016,BOT,10,2,5,0,0,0
2524,2016,BRA,581,34,222,36,8,6
2525,2016,BRN,28,4,19,1,1,0
2526,2016,BRU,3,2,3,0,0,0
2527,2016,BUL,58,14,51,0,1,6
2528,2016,BUR,5,3,5,0,0,0
2529,2016,CAF,5,4,5,0,0,0
2530,2016,CAM,6,4,6,0,0,0
2531,2016,CAN,403,31,174,4,4,61
2532,2016,CAY,5,3,5,0,0,0
2533,2016,CGO,8,4,7,0,0,0
2534,2016,CHA,2,1,2,0,0,0
2535,2016,CHI,47,16,36,0,0,0
2536,2016,CHN,499,32,209,46,30,37
2537,2016,CIV,14,6,11,1,0,1
2538,2016,CMR,22,6,13,0,0,0
2539,2016,COD,1,1,1,0,0,0
2540,2016,COK,9,5,9,0,0,0
2541,2016,COL,157,21,85,3,2,3
2542,2016,COM,4,2,4,0,0,0
2543,2016,CPV,4,3,4,0,0,0
2544,2016,CRC,11,6,10,0,0,0
2545,2016,CRO,93,18,47,7,15,2
2546,2016,CUB,143,19,99,5,2,4
2547,2016,CYP,21,6,19,0,0,0
2548,2016,CZE,135,20,92,1,2,12
2549,2016,DEN,143,16,67,15,10,16
2550,2016,DJI,8,3,7,0,0,0
2551,2016,DMA,2,1,2,0,0,0
2552,2016,DOM,30,11,22,0,0,1
2553,2016,ECU,39,12,28,0,0,0
2554,2016,EGY,134,23,84,0,0,3
2555,2016,ERI,6,2,5,0,0,0
2556,2016,ESA,6,5,6,0,0,0
2557,2016,ESP,362,28,146,9,19,17
2558,2016,EST,49,13,31,0,0,4
2559,2016,ETH,37,3,16,1,2,5
2560,2016,FIJ,47,8,10,13,0,0
2561,2016,FIN,66,16,54,0,0,1
2562,2016,FRA,511,32,202,20,55,21
2563,2016,FSM,5,3,5,0,0,0
2564,2016,GAB,6,4,6,0,0,0
2565,2016,GBR,471,26,195,63,55,25
2566,2016,GBS,5,3,5,0,0,0
2567,2016,GEO,45,12,40,2,1,4
2568,2016,GEQ,1,1,1,0,0,0
2569,2016,GER,535,29,217,49,43,67
2570,2016,GHA,10,3,7,0,0,0
2571,2016,GRE,103,16,64,3,1,3
2572,2016,GRN,4,2,3,0,1,0
2573,2016,GUA,25,10,19,0,0,0
2574,2016,GUI,5,3,5,0,0,0
2575,2016,GUM,5,3,5,0,0,0
2576,2016,GUY,7,2,7,0,0,0
2577,2016,HAI,6,5,6,0,0,0
2578,2016,HKG,47,9,32,0,0,0
2579,2016,HON,23,7,8,0,0,0
2580,2016,HUN,204,20,113,12,3,7
2581,2016,INA,31,7,20,2,2,0
2582,2016,IND,121,15,63,0,1,1
2583,2016,IOA,6,2,5,1,0,1
2584,2016,IRI,67,15,46,3,1,4
2585,2016,IRL,93,14,57,0,3,0
2586,2016,IRQ,20,5,5,0,0,0
2587,2016,ISL,14,4,14,0,0,0
2588,2016,ISR,59,16,45,0,0,2
2589,2016,ISV,5,3,5,0,0,0
2590,2016,ITA,399,26,171,8,40,24
2591,2016,IVB,3,2,3,0,0,0
2592,2016,JAM,75,4,32,10,16,2
2593,2016,JOR,8,6,8,1,0,0
2594,2016,JPN,436,32,186,17,13,34
2595,2016,KAZ,123,19,98,3,5,10
2596,2016,KEN,74,7,28,6,6,0
2597,2016,KGZ,18,6,16,0,0,0
2598,2016,KIR,3,2,3,0,0,0
2599,2016,KOR,259,26,113,13,3,10
2600,2016,KOS,8,5,8,1,0,0
2601,2016,KSA,11,5,10,0,0,0
2602,2016,LAO,4,3,4,0,0,0
2603,2016,LAT,33,12,25,0,0,0
2604,2016,LBA,2,2,2,0,0,0
2605,2016,LCA,5,3,4,0,0,0
2606,2016,LES,3,1,3,0,0,0
2607,2016,LIB,8,7,8,0,0,0
2608,2016,LIE,3,2,3,0,0,0
2609,2016,LTU,80,15,49,0,2,5
2610,2016,LUX,15,5,14,0,0,0
2611,2016,MAD,6,4,6,0,0,0
2612,2016,MAR,52,13,39,0,0,1
2613,2016,MAS,42,10,29,0,7,1
2614,2016,MAW,5,3,5,0,0,0
2615,2016,MDA,23,9,22,0,0,0
2616,2016,MDV,3,2,3,0,0,0
2617,2016,MEX,139,27,80,0,3,2
2618,2016,MGL,45,9,40,0,1,1
2619,2016,MHL,5,3,5,0,0,0
2620,2016,MKD,6,4,6,0,0,0
2621,2016,MLI,5,3,5,0,0,0
2622,2016,MLT,5,4,5,0,0,0
2623,2016,MNE,35,7,9,0,0,0
2624,2016,MON,8,3,8,0,0,0
2625,2016,MOZ,8,4,7,0,0,0
2626,2016,MRI,10,6,10,0,0,0
2627,2016,MTN,2,1,2,0,0,0
2628,2016,MYA,7,5,7,0,0,0
2629,2016,NAM,11,4,9,0,0,0
2630,2016,NCA,5,4,5,0,0,0
2631,2016,NED,329,23,122,9,25,13
2632,2016,NEP,7,5,7,0,0,0
2633,2016,NGR,73,9,34,0,0,17
2634,2016,NIG,6,4,6,0,1,0
2635,2016,NOR,57,11,39,0,0,19
2636,2016,NRU,2,2,2,0,0,0
2637,2016,NZL,230,20,99,6,24,5
2638,2016,OMA,3,2,3,0,0,0
2639,2016,PAK,5,3,5,0,0,0
2640,2016,PAN,14,7,14,0,0,0
2641,2016,PAR,11,7,11,0,0,0
2642,2016,PER,34,11,28,0,0,0
2643,2016,PHI,12,7,12,0,1,0
2644,2016,PLE,4,3,4,0,0,0
2645,2016,PLW,6,4,6,0,0,0
2646,2016,PNG,8,6,8,0,0,0
2647,2016,POL,289,24,144,3,3,10
2648,2016,POR,106,17,61,0,0,1
2649,2016,PRK,38,9,28,2,3,2
2650,2016,PUR,40,15,26,1,0,0
2651,2016,QAT,42,10,20,0,1,0
2652,2016,ROT,12,3,12,0,0,0
2653,2016,ROU,121,15,62,4,2,10
2654,2016,RSA,151,15,69,2,6,14
2655,2016,RUS,402,29,180,52,28,35
2656,2016,RWA,2,2,2,0,0,0
2657,2016,SAM,5,3,5,0,0,0
2658,2016,SEN,22,8,11,0,0,0
2659,2016,SEY,10,6,10,0,0,0
2660,2016,SGP,32,7,24,1,0,0
2661,2016,SKN,9,1,4,0,0,0
2662,2016,SLO,70,12,45,1,2,1
2663,2016,SMR,4,2,3,0,0,0
2664,2016,SOL,1,1,1,0,0,0
2665,2016,SRB,127,14,56,14,27,13
2666,2016,SRI,10,6,10,0,0,0
2667,2016,SSD,3,1,3,0,0,0
2668,2016,STP,3,2,3,0,0,0
2669,2016,SUD,6,3,6,0,0,0
2670,2016,SUI,152,17,80,6,3,2
2671,2016,SUR,2,2,2,0,0,0
2672,2016,SVK,63,12,49,3,5,0
2673,2016,SWE,186,22,79,2,23,3
2674,2016,SWZ,2,1,2,0,0,0
2675,2016,SYR,6,4,6,0,0,0
2676,2016,TAN,4,3,4,0,0,0
2677,2016,TGA,7,4,7,0,0,0
2678,2016,THA,58,15,45,2,2,2
2679,2016,TJK,7,4,7,1,0,0
2680,2016,TKM,9,5,9,0,0,0
2681,2016,TLS,1,1,1,0,0,0
2682,2016,TOG,1,1,1,0,0,0
2683,2016,TPE,66,18,45,1,0,4
2684,2016,TTO,40,6,22,0,0,1
2685,2016,TUN,63,16,45,0,0,3
2686,2016,TUR,119,21,88,1,3,4
2687,2016,TUV,1,1,1,0,0,0
2688,2016,UAE,11,6,10,0,0,1
2689,2016,UGA,6,3,5,0,0,0
2690,2016,UKR,270,24,141,2,8,5
2691,2016,URU,17,8,14,0,0,0
2692,2016,USA,718,33,245,138,54,71
2693,2016,UZB,77,15,67,4,2,7
2694,2016,VAN,3,3,3,0,0,0
2695,2016,VEN,104,19,76,0,1,2
2696,2016,VIE,28,10,24,1,1,0
2697,2016,VIN,2,1,2,0,0,0
2698,2016,YEM,3,3,3,0,0,0
2699,2016,ZAM,6,3,6,0,0,0
2700,2016,ZIM,31,7,13,0,0,0
